,MAINTENANCE_021,HIGHWAY_DISTRICT_002,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,MEMBRANE_TYPE_108B,SURFACE_TYPE_108A,DECK_STRUCTURE_TYPE_107,YEAR_RECONSTRUCTED_106,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,INVENTORY_RATING_066,OPERATING_RATING_064,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,LONG_017,LAT_016
94,1,1,1994,258,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,22.9,64.0,9.1,9.8,1,1,1,1,0,95545698,33453166
95,1,1,1996,250,2020,0,0,2,0.0,5,6,32.7,54.4,5,2,36.6,103.6,9.1,9.8,1,1,0,0,0,95513804,33492405
96,1,1,1958,389,2020,0,6,1,0.0,6,5,30.8,51.7,1,2,9.1,27.4,7.8,8.4,1,1,1,1,0,96222134,33302399
97,1,1,1958,676,2020,0,6,1,0.0,6,4,30.8,51.7,1,2,9.1,27.4,7.8,8.4,1,1,1,1,0,96213872,33292215
98,1,1,1958,676,2020,0,6,1,0.0,6,4,30.8,51.7,1,2,9.1,27.4,7.8,8.4,1,1,1,1,0,96202611,33284497
99,1,1,1943,4521,2020,0,0,0,1997.0,6,9,23.6,39.9,1,19,1.5,7.0,17.7,27.4,0,0,0,1,1,96141759,33224275
100,1,1,2004,8000,2010,0,0,2,0.0,7,5,32.7,54.4,5,2,27.4,85.3,13.2,14.0,0,1,1,0,0,96201583,33261305
101,1,1,1952,4418,2020,0,0,0,1970.0,6,0,24.5,32.7,1,19,3.0,7.6,0.0,0.0,0,0,0,1,0,96214406,33274750
102,1,1,1934,4969,2020,0,6,1,1959.0,5,7,38.1,64.4,4,2,6.1,24.4,13.4,14.0,1,1,0,1,0,96105210,33394939
103,1,1,1934,4969,2020,0,6,1,1959.0,6,7,38.1,64.4,4,2,6.1,24.4,13.4,14.0,1,1,1,1,0,96104927,33383216
104,1,1,1934,2080,2020,0,6,1,1959.0,6,7,38.1,64.4,4,2,6.1,61.0,13.4,14.0,1,1,1,1,0,96103556,33373363
105,21,1,2021,2331,2018,0,0,2,0.0,7,7,32.7,54.4,5,2,41.1,700.4,13.4,14.1,1,1,1,1,0,96114645,33451122
106,1,1,1938,2680,2020,0,6,1,0.0,6,5,25.4,41.7,1,1,6.1,30.5,12.1,15.9,1,1,1,1,0,96104116,33342088
107,1,1,1938,2680,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,2.4,13.4,0.0,0.0,0,0,0,1,0,96103947,33335707
108,1,1,1938,2786,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,1.5,7.0,0.0,0.0,0,0,0,1,1,96103441,33332094
109,1,1,1947,2136,2020,0,6,1,0.0,6,4,23.6,39.9,1,19,3.0,6.7,9.0,14.7,0,0,0,1,1,96105698,33323797
110,1,1,1947,2136,2020,0,6,1,0.0,5,3,21.8,37.2,4,2,27.4,159.1,7.9,8.9,1,1,1,1,0,96104643,33322637
111,1,1,1936,1462,2020,0,6,1,0.0,5,4,24.5,32.7,1,19,1.5,8.2,7.7,16.3,0,0,0,0,0,96100537,33254273
112,1,1,1936,1720,2020,0,6,1,0.0,5,4,24.5,32.7,1,19,1.8,7.0,7.7,14.8,0,0,0,0,0,96121711,33241892
113,1,1,1936,1720,2020,0,6,1,0.0,5,5,24.5,32.7,1,19,1.8,11.6,10.1,14.7,0,0,0,1,0,96132457,33233637
114,1,1,1957,2544,2020,0,0,0,0.0,6,3,24.5,32.7,1,19,3.0,10.1,8.1,16.8,0,0,0,1,0,96161995,33224765
115,1,1,1957,2544,2020,0,0,0,0.0,6,3,24.5,32.7,1,19,2.7,8.8,7.9,25.0,0,0,0,1,0,96174414,33222768
116,1,1,1957,2512,2020,0,6,1,0.0,6,2,24.5,32.7,1,19,3.0,9.4,7.6,17.5,0,0,0,1,0,96184209,33222913
117,1,1,1957,2512,2020,0,0,0,0.0,6,2,24.5,32.7,1,19,3.0,10.1,7.6,19.2,0,0,0,1,0,96194201,33223080
118,1,1,1957,2512,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,6.7,0.0,0.0,0,0,0,1,0,96202563,33223208
