,MAINTENANCE_021,HIGHWAY_DISTRICT_002,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,MEMBRANE_TYPE_108B,SURFACE_TYPE_108A,DECK_STRUCTURE_TYPE_107,YEAR_RECONSTRUCTED_106,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,INVENTORY_RATING_066,OPERATING_RATING_064,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,LONG_017,LAT_016
1087,1,1,1954,624,2020,0,6,1,0.0,6,4,24.5,47.2,1,1,7.6,22.9,7.1,7.7,1,1,1,1,0,95435207,33451042
1088,1,1,1954,2180,2020,0,6,1,1971.0,6,3,40.8,68.0,1,1,7.6,22.9,13.7,14.5,1,1,1,1,0,95375205,33425429
1089,1,1,1954,2180,2020,0,6,1,1971.0,5,3,21.8,42.6,1,1,7.9,16.2,13.7,14.2,1,1,1,1,0,95375186,33424784
1090,1,1,1954,2180,2020,0,0,0,1971.0,6,3,23.6,39.9,1,19,1.8,9.8,12.2,12.7,0,0,0,1,1,95375204,33424452
1091,1,1,1955,624,2020,0,6,2,0.0,5,7,29.9,49.9,4,2,5.8,11.6,11.0,11.3,1,1,0,1,0,95441054,33451814
1092,1,1,1971,6639,2020,0,6,1,0.0,6,3,40.8,68.0,1,2,9.1,18.6,13.4,14.1,1,1,1,1,0,95361972,33414516
1093,1,1,1971,6639,2020,0,6,1,0.0,6,3,40.8,68.0,1,2,9.1,18.6,13.4,14.1,1,1,1,1,0,95361210,33413719
1094,1,1,1971,6639,2020,0,6,1,0.0,6,3,40.8,68.0,1,2,9.1,18.6,13.4,14.1,1,1,1,1,0,95361233,33413726
1095,1,1,1998,6639,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,2.4,8.5,0.0,0.0,0,0,0,1,1,95360662,33413036
1096,1,1,2003,399,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,30.5,30.5,8.9,9.8,1,1,1,1,0,95495174,33491303
1097,1,1,2004,1402,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,2.7,6.4,0.0,0.0,0,0,0,1,1,95380519,33432965
1098,1,1,2004,624,2020,0,0,2,0.0,7,5,32.7,54.4,5,2,22.9,68.6,8.9,9.8,1,1,1,1,0,95461477,33462300
1099,1,1,2004,624,2020,0,0,2,0.0,7,5,32.7,54.4,5,2,22.9,22.9,8.9,9.8,1,1,1,1,0,95462465,33463036
1100,1,1,1951,586,2020,0,6,1,0.0,6,4,25.4,49.9,1,1,7.6,7.6,7.1,7.7,1,1,1,1,0,95320027,33323898
1101,1,1,1951,586,2020,0,6,1,0.0,6,4,26.3,55.3,1,1,7.6,22.9,7.1,7.7,1,1,1,1,0,95303535,33324135
1102,1,1,1951,586,2020,0,6,1,0.0,6,4,25.4,49.9,1,1,7.6,22.9,7.1,7.7,1,1,1,1,0,95302888,33323862
1103,1,1,2014,199,2020,0,0,1,0.0,8,6,32.7,54.4,5,0,12.2,12.2,9.0,9.8,1,1,1,1,0,95285520,33293173
1104,1,1,2015,100,2020,0,0,1,0.0,8,7,32.7,54.4,5,2,27.4,27.4,9.1,9.8,1,1,1,1,0,95270078,33274560
1105,1,1,1949,2718,2019,0,0,0,1978.0,6,9,24.5,32.7,1,19,2.7,12.5,17.7,18.1,0,0,0,1,1,95233660,33465271
1106,1,1,1954,4537,2019,0,6,1,1978.0,6,7,26.3,54.4,1,1,7.6,30.5,13.4,14.1,1,1,1,0,0,95283722,33424034
1107,1,1,1954,4537,2019,0,0,0,1998.0,6,0,23.6,39.9,1,19,1.8,7.9,0.0,0.0,0,0,0,1,1,95295989,33414559
1108,1,1,1954,4537,2019,0,0,0,1978.0,6,7,23.6,39.9,1,19,2.1,9.1,13.4,17.5,0,0,0,1,1,95273430,33431722
1109,1,1,1952,4537,2019,0,0,0,1978.0,6,0,24.5,32.7,1,19,2.4,7.6,0.0,0.0,0,0,0,1,0,95261023,33435556
1110,1,1,2004,2019,2019,0,0,2,0.0,7,6,32.7,54.4,5,2,27.4,118.9,13.2,14.0,1,1,1,1,0,95200688,33482004
1111,1,1,2007,4537,2019,0,0,2,0.0,7,6,32.7,54.4,5,2,24.4,24.4,13.2,14.1,1,1,1,1,0,95284206,33423786
1112,1,1,1980,1391,2020,0,6,1,0.0,6,6,40.8,68.0,1,2,9.1,46.3,10.4,11.1,1,1,1,1,0,95283892,33360610
1113,1,1,1980,1391,2020,0,0,0,0.0,6,4,24.5,32.7,1,19,3.0,12.8,7.6,12.6,0,0,0,1,1,95283305,33360304
1114,1,1,2000,1391,2020,0,0,1,0.0,7,6,32.7,54.4,5,5,18.0,18.0,11.8,12.6,1,1,1,1,0,95290363,33364302
1115,1,1,1954,286,2020,0,0,0,0.0,6,5,23.6,39.9,1,19,3.0,7.3,7.4,8.3,0,0,0,1,0,95402354,33321320
1116,1,1,1954,304,2020,0,0,0,0.0,6,5,23.6,39.9,1,19,2.4,7.6,8.1,8.3,0,0,0,1,1,95374037,33321257
1117,1,1,1954,304,2020,0,0,0,0.0,6,7,23.6,39.9,1,19,1.8,11.9,10.2,10.5,0,0,0,1,0,95370489,33333599
1118,1,1,1954,750,2020,0,6,1,0.0,5,4,26.3,49.9,1,1,7.6,38.1,7.0,7.7,1,1,0,1,0,95362705,33354241
1119,1,1,1954,750,2020,0,6,1,0.0,6,4,25.4,49.0,1,1,7.6,15.2,7.0,7.7,1,1,1,1,0,95355623,33365043
1120,1,1,2003,695,2020,0,0,2,0.0,7,5,32.7,54.4,5,2,21.3,64.0,8.9,9.8,1,1,1,1,0,95431548,33323072
1121,1,1,2003,286,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,21.3,39.6,8.9,9.8,1,1,1,1,0,95411424,33322050
1122,1,1,2003,336,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,21.3,51.8,8.9,9.8,1,1,1,1,0,95384550,33315564
1123,1,1,1949,262,2020,0,6,1,1963.0,6,5,24.5,32.7,1,19,1.8,7.9,7.3,12.6,0,0,0,1,1,95462989,33293029
1124,1,1,1963,262,2020,0,0,0,0.0,6,0,23.6,39.9,1,19,3.0,9.8,0.0,0.0,0,0,0,1,1,95444827,33310901
1125,1,1,1963,262,2020,0,0,0,2006.0,5,0,23.6,39.9,1,19,3.0,6.4,0.0,0.0,0,0,0,1,0,95454711,33295237
1126,1,1,1983,262,2020,0,6,1,0.0,6,7,32.7,54.4,5,2,29.0,53.3,10.4,11.1,1,1,1,1,0,95445183,33310583
1127,1,1,1988,262,2020,0,6,1,0.0,7,6,32.7,54.4,5,2,27.4,27.4,8.5,9.1,1,1,1,1,0,95433774,33322831
1128,1,1,1953,215,2020,0,0,0,2010.0,6,3,23.6,39.9,1,19,2.4,7.6,7.9,14.0,0,0,0,1,1,95450188,33501423
1129,1,1,1956,536,2020,0,6,1,1969.0,5,3,20.0,33.6,4,2,22.9,84.4,12.2,12.9,1,1,1,1,0,95323614,33521661
1130,1,1,1969,536,2020,0,0,0,0.0,6,3,24.5,32.7,1,19,3.0,6.4,6.7,15.8,0,0,0,1,1,95330837,33521432
1131,1,1,2015,300,2020,0,0,1,0.0,7,3,32.7,54.4,5,2,24.4,24.4,9.6,10.4,1,1,1,1,0,95404547,33505354
1132,1,1,1953,163,2020,0,6,1,0.0,6,4,22.7,38.1,4,2,22.9,74.7,7.2,7.8,1,1,1,1,0,95202720,33511853
1133,1,1,1995,192,2020,0,0,2,0.0,6,6,32.7,54.4,5,2,22.9,54.9,8.5,9.1,1,1,1,1,0,95492648,33302864
1134,1,1,1995,192,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,24.4,48.8,8.5,9.1,1,1,1,1,0,95485780,33313716
1135,1,1,2005,192,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,21.3,51.8,8.9,9.8,1,1,1,1,0,95501019,33301153
1136,1,1,2016,160,2020,0,0,1,0.0,7,7,32.7,54.4,5,2,12.2,36.6,9.8,10.4,1,1,1,1,0,95224263,33305378
1137,1,1,2015,182,2019,0,0,1,0.0,8,7,32.7,54.4,5,2,24.4,24.4,9.8,10.4,1,1,1,1,0,95202196,33312175
1138,1,1,1952,483,2020,0,6,1,0.0,5,2,20.0,40.8,1,1,7.6,15.2,5.9,6.5,1,1,1,1,0,95351144,33312293
1139,1,1,1980,546,2020,0,0,0,0.0,6,6,23.6,39.9,1,19,2.1,6.7,9.1,9.8,0,0,0,1,1,95334550,33320440
1140,1,1,1980,546,2020,0,0,1,0.0,5,5,20.9,54.4,5,2,24.4,73.2,7.9,8.6,1,1,1,1,0,95335540,33320050
1141,1,1,1980,546,2020,0,0,1,0.0,7,5,36.3,60.8,1,2,9.1,55.5,7.9,8.6,1,1,1,1,0,95340360,33315700
1142,1,1,2000,219,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,23.8,48.2,8.9,9.6,1,1,1,1,0,95362984,33311697
1143,1,1,2016,219,2020,0,0,1,0.0,7,6,32.7,54.4,5,2,19.8,19.8,9.6,10.4,1,1,1,1,0,95371893,33311634
1144,1,1,1986,281,2020,0,0,1,0.0,6,5,32.7,54.4,5,2,21.3,64.0,8.4,9.1,1,1,1,1,0,95274403,33323542
1145,1,1,1955,396,2020,0,0,0,0.0,6,5,23.6,39.9,1,19,1.8,9.8,7.3,10.2,0,0,0,1,1,95303984,33281626
1146,1,1,1955,100,2020,0,0,0,0.0,6,6,23.6,39.9,1,19,3.0,6.4,7.3,12.6,0,0,0,1,1,95294201,33280119
1147,1,1,1965,100,2020,0,6,1,0.0,7,6,29.0,47.2,1,2,9.1,27.7,7.3,7.8,1,1,1,1,0,95253961,33262388
1148,1,1,1965,100,2020,0,6,1,0.0,6,6,29.0,47.2,1,2,9.1,46.3,7.4,7.8,1,1,1,0,0,95253045,33262464
1149,1,1,2016,396,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,38.1,38.1,9.1,9.8,1,1,1,1,0,95305567,33281624
1150,1,1,1960,116,2020,0,0,0,0.0,5,3,23.6,39.9,1,19,2.4,7.3,6.1,12.9,0,0,0,1,0,95413436,33364071
1151,1,1,2014,1058,2020,0,0,1,0.0,7,3,32.7,54.4,5,2,16.8,16.8,11.9,12.8,1,1,1,1,0,95371079,33452951
1152,1,1,1951,906,2019,0,0,0,0.0,6,3,23.6,39.9,1,19,2.1,6.7,6.3,7.7,0,0,0,0,0,95202597,33405104
1153,1,1,1951,364,2019,0,0,0,0.0,6,4,24.5,32.7,1,19,2.4,7.6,6.9,8.9,0,0,0,0,0,95191120,33411343
1154,1,1,1969,552,2019,0,0,0,0.0,6,6,23.6,39.9,1,19,2.7,11.6,10.4,10.8,0,0,0,0,0,95214797,33433057
1155,1,1,1969,552,2019,0,0,0,0.0,6,6,23.6,39.9,1,19,2.7,6.4,10.4,10.8,0,0,0,1,1,95215230,33433059
1156,1,1,2006,534,2020,0,6,1,0.0,7,6,32.7,54.4,1,19,3.0,9.8,9.1,12.2,0,0,0,1,1,95195570,33290433
1157,1,1,2006,534,2020,0,0,1,0.0,7,5,32.7,54.4,2,1,7.6,22.9,8.9,9.8,1,1,1,1,0,95195120,33290427
1158,1,1,2007,585,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,21.3,21.3,9.1,9.8,1,1,1,1,0,95224095,33280649
1159,1,1,1959,11215,2020,0,0,0,1978.0,6,9,24.5,32.7,1,19,2.7,8.5,24.4,48.8,0,0,0,1,0,95341338,33410431
1160,1,1,1959,24836,2020,0,0,0,1978.0,4,0,24.5,32.7,1,19,2.7,17.7,0.0,0.0,0,0,0,1,0,95322888,33405487
1161,1,1,1965,6924,2020,0,0,0,2000.0,6,9,24.5,32.7,1,19,2.7,11.6,26.2,40.0,0,0,0,1,0,95341185,33375611
1162,1,1,1969,17922,2020,0,6,1,0.0,6,7,29.9,49.9,5,2,15.2,46.0,12.2,12.9,1,1,1,0,0,95301544,33385388
1163,1,1,1975,24836,2020,0,0,1,0.0,6,9,32.7,54.4,6,2,24.4,54.9,26.1,27.5,1,1,1,0,0,95324623,33410435
1164,1,1,1975,3587,2020,0,6,1,0.0,6,8,40.8,68.0,1,2,10.1,40.2,12.8,13.5,1,1,1,1,0,95301084,33382200
1165,1,1,1964,24836,2020,0,0,1,1975.0,6,9,32.7,54.4,5,2,18.3,61.0,25.2,26.6,1,1,1,0,0,95314494,33403453
1166,1,1,1978,6260,2013,0,0,1,0.0,6,5,32.7,54.4,6,2,27.4,55.5,10.4,11.1,1,1,1,0,0,95333184,33411018
1167,1,1,2000,3278,2020,0,0,1,0.0,6,6,32.7,54.4,1,2,9.1,40.2,11.4,12.1,1,1,1,0,0,95301165,33382320
1168,1,1,2001,7300,2010,0,0,0,0.0,7,0,32.7,54.4,1,19,3.0,6.7,0.0,0.0,0,0,0,1,1,95350634,33382311
1169,1,1,2010,25682,2020,0,0,2,0.0,7,9,32.7,54.4,5,2,30.5,79.2,22.9,24.4,1,1,1,0,0,95304037,33395817
1170,1,1,2009,6337,2020,0,0,2,0.0,7,9,32.7,54.4,5,2,24.4,48.8,25.4,26.2,1,1,1,0,0,95352474,33383963
1171,1,1,1978,13049,2020,0,0,1,0.0,6,9,32.7,54.4,5,2,32.0,57.0,31.4,32.4,1,1,1,0,0,95343911,33405571
1172,1,1,1969,4080,2013,0,6,1,0.0,6,6,38.1,68.0,5,2,21.3,54.9,12.2,12.9,1,1,1,0,0,95302065,33390006
1173,1,1,1964,11215,2020,0,6,1,0.0,6,4,34.5,54.4,5,2,18.3,61.0,15.4,18.3,1,1,1,0,0,95331569,33411162
1174,1,1,1961,27520,2013,0,0,1,1975.0,5,9,23.6,39.0,4,2,17.4,80.8,25.2,26.6,1,1,1,0,0,95303508,33394160
1175,1,1,2013,1300,2013,0,0,2,0.0,7,8,32.7,54.4,6,2,33.5,67.1,13.4,14.0,1,1,1,0,0,95350945,33382460
1176,1,1,1967,272,2020,0,0,0,0.0,6,3,24.5,32.7,1,19,3.0,6.7,6.6,15.0,0,0,0,1,1,95412989,33495892
1177,1,1,1967,272,2020,0,6,1,0.0,7,3,35.4,54.4,1,2,9.1,83.2,7.9,8.6,1,1,1,1,0,95402949,33473861
1178,1,1,1956,356,2020,0,6,1,0.0,6,3,25.4,49.0,1,1,7.6,22.9,7.0,7.7,1,1,1,1,0,95395795,33343780
1179,1,1,2003,356,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,30.5,30.5,8.9,9.8,1,1,1,1,0,95412737,33334801
1180,1,1,1954,362,2020,0,0,0,0.0,5,0,24.5,32.7,1,19,2.1,6.7,0.0,0.0,0,0,0,1,0,95260938,33385799
1181,1,1,2005,100,2020,0,0,2,0.0,7,7,32.7,54.4,5,2,12.2,30.5,8.9,9.8,1,1,1,1,0,95252971,33382665
1182,1,1,1958,2156,2020,0,0,0,2000.0,6,9,24.5,32.7,1,19,3.0,6.7,16.2,16.9,0,0,0,1,1,95485301,33424756
1183,1,1,2006,332,2020,0,0,1,0.0,7,6,32.7,54.4,5,1,12.2,27.4,8.9,9.8,1,1,1,1,0,95500597,33435411
1184,1,1,1962,204,2020,0,6,1,0.0,6,4,40.8,68.0,1,2,9.1,36.6,7.2,7.5,1,1,1,1,0,95190902,33253904
1185,1,1,1962,204,2020,0,6,1,0.0,6,5,40.8,68.0,1,2,9.1,128.0,7.3,7.5,1,1,1,1,0,95185501,33253912
1186,1,1,1964,1758,2020,0,0,0,0.0,6,4,23.6,39.9,1,19,3.0,6.7,8.0,15.5,0,0,0,1,0,95301095,33472433
1187,1,1,1964,482,2020,0,6,1,0.0,6,4,27.2,46.3,1,2,9.1,92.4,7.3,7.8,1,1,1,0,0,95263236,33472896
1188,1,1,1966,838,2019,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,9.4,0.0,0.0,0,0,0,1,0,95505915,33432323
1189,1,1,1979,100,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,2.4,7.9,0.0,0.0,0,0,0,0,0,95271092,33495412
1190,2,1,1994,100,2018,0,0,1,0.0,0,6,0.0,0.0,4,3,9.1,18.3,4.4,4.7,1,1,0,1,0,95212757,33263249
1191,2,1,1990,294,2018,0,0,1,0.0,6,3,32.7,54.4,3,2,5.5,11.0,5.9,6.2,1,1,1,1,0,95311601,33480325
1192,1,1,1953,960,2020,0,6,1,1963.0,6,4,24.5,32.7,1,19,1.8,7.0,6.7,12.0,0,0,0,1,1,95430275,32571670
1193,1,1,1978,960,2020,0,0,1,0.0,6,5,24.5,32.7,1,2,9.1,74.1,7.9,8.6,1,1,1,1,0,95413017,32570115
1194,1,1,2014,1223,2020,0,0,2,0.0,7,7,32.7,54.4,5,2,36.6,36.6,12.2,12.8,1,1,1,1,0,95544279,32484158
1195,1,1,1990,682,2020,0,6,1,0.0,7,6,34.5,58.0,1,2,9.1,27.7,10.5,11.2,1,1,1,1,0,95505784,32570537
1196,1,1,1990,682,2020,0,6,1,0.0,7,6,37.2,62.6,1,2,9.1,27.7,10.5,11.2,1,1,1,1,0,95491275,32571306
1197,1,1,1990,682,2020,0,6,1,0.0,6,3,23.6,39.9,1,19,3.0,9.1,6.1,11.0,0,0,0,1,1,95501728,32571296
1198,1,1,1990,682,2020,0,6,1,0.0,7,6,32.7,54.4,5,2,12.2,36.6,10.4,11.0,1,1,1,1,0,95490449,32571304
1199,1,1,1955,2710,2020,0,0,0,2005.0,6,0,24.5,32.7,1,19,2.4,8.2,0.0,0.0,0,0,0,1,1,95470861,32523840
1200,1,1,1955,2377,2020,0,0,0,2005.0,6,0,24.5,32.7,1,19,2.4,13.1,0.0,0.0,0,0,0,1,1,95482976,32524769
1201,1,1,1955,2377,2020,0,0,0,2005.0,6,0,24.5,32.7,1,19,3.0,9.8,0.0,0.0,0,0,0,1,1,95510164,32530306
1202,1,1,1959,2377,2020,0,0,0,2005.0,6,0,24.5,32.7,1,19,3.0,10.1,0.0,0.0,0,0,0,1,1,95523829,32534807
1203,1,1,1959,3363,2020,0,6,1,2006.0,6,9,28.1,47.2,1,2,12.2,36.6,14.0,14.9,1,1,1,1,0,95540215,32534879
1204,1,1,1959,4145,2020,0,6,1,0.0,6,4,28.1,47.2,1,2,12.2,48.8,8.5,9.5,1,1,1,0,0,95562205,32540076
1205,1,1,1959,4145,2020,0,0,0,1996.0,6,0,23.6,39.9,1,19,3.0,6.7,0.0,0.0,0,0,0,1,0,95571876,32542873
1206,1,1,1957,1239,2020,0,6,1,0.0,5,5,24.5,32.7,1,19,3.0,13.1,10.0,10.8,0,0,0,1,0,95482268,32501699
1207,1,1,1957,1239,2020,0,6,1,0.0,5,5,24.5,32.7,1,19,3.0,13.1,10.0,10.8,0,0,0,0,0,95512380,32501809
1208,1,1,1957,1239,2020,0,6,1,0.0,6,5,24.5,32.7,1,19,3.0,13.1,10.0,10.8,0,0,0,1,0,95522244,32501843
1209,1,1,1978,1969,2020,0,0,1,0.0,7,4,32.7,54.4,5,2,30.5,609.6,7.9,8.5,1,1,1,1,0,95394241,32535426
1210,1,1,1962,296,2020,0,6,1,0.0,6,5,24.5,32.7,1,19,3.0,10.1,8.4,10.8,0,0,0,1,0,95430553,32480816
1211,1,1,1962,296,2020,0,6,1,0.0,5,5,24.5,32.7,1,19,3.0,10.1,8.4,10.8,0,0,0,1,0,95424798,32480813
1212,1,1,1962,296,2020,0,6,1,0.0,5,6,24.5,32.7,1,19,3.0,13.1,8.5,10.8,0,0,0,1,0,95411442,32465388
1213,1,1,1963,296,2020,0,6,1,0.0,6,5,24.5,32.7,1,19,3.0,12.8,8.4,10.2,0,0,0,1,1,95385952,32444979
1214,1,1,1986,276,2020,0,0,1,0.0,7,5,32.7,54.4,5,2,24.4,25.0,8.4,9.1,1,1,1,1,0,95450914,32492088
1215,1,1,1925,794,2020,0,6,1,1993.0,6,6,24.5,32.7,1,19,3.0,7.0,10.2,11.0,0,0,0,1,1,95130243,33394513
1216,1,1,1925,794,2020,0,6,1,1993.0,6,6,24.5,32.7,1,19,3.0,10.4,10.3,11.0,0,0,0,1,1,95134263,33394682
1217,1,1,1993,794,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,15.2,0.0,0.0,0,0,0,1,0,95143785,33394904
1218,1,1,1993,794,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,14.9,0.0,0.0,0,0,0,1,0,95120010,33394673
1219,1,1,2003,794,2020,0,6,1,0.0,7,6,32.7,54.4,1,19,3.0,9.8,9.8,10.4,0,0,0,1,1,95102764,33394983
1220,1,1,2003,794,2020,0,6,1,0.0,7,6,32.7,54.4,1,19,3.0,6.4,9.8,10.4,0,0,0,1,1,95115002,33394713
1221,1,1,1996,309,2020,0,6,1,0.0,6,6,24.5,32.7,1,19,3.0,6.7,9.0,9.8,0,0,0,1,1,95091050,33383906
1222,1,1,1996,309,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,6.7,0.0,0.0,0,0,0,1,1,95081328,33372059
1223,1,1,2005,4344,2020,0,0,2,0.0,7,7,32.7,54.4,5,2,22.9,137.2,13.4,14.0,1,1,1,1,0,95113734,33380223
1224,1,1,1934,9000,2010,0,6,1,0.0,6,5,36.3,60.8,1,4,8.5,17.4,12.2,15.1,1,1,1,1,0,95030944,33363845
1225,1,1,1957,4344,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.0,7.6,0.0,0.0,0,0,0,1,1,95144151,33391912
1226,1,1,1957,5333,2020,0,0,0,0.0,6,0,24.5,32.7,1,19,3.7,16.5,0.0,0.0,0,0,0,1,0,95043513,33364550
1227,1,1,1999,4311,2020,0,0,2,0.0,7,7,32.7,54.4,5,2,29.0,29.0,13.4,14.0,1,1,1,1,0,95080033,33370946
1228,1,1,1999,4311,2020,0,0,2,0.0,7,7,32.7,54.4,5,2,29.0,29.0,13.4,14.0,1,1,1,1,0,95064226,33364641
1229,1,1,2011,5679,2020,0,0,2,0.0,7,6,32.7,54.4,5,2,29.0,29.0,13.4,14.0,1,1,1,1,0,95172369,33392526
1230,1,1,2010,269,2020,0,0,1,0.0,8,6,32.7,54.4,5,1,10.7,10.7,8.5,9.2,1,1,1,1,0,95175343,33381361
1231,1,1,1936,4830,2019,0,6,1,1961.0,6,6,23.6,39.9,1,19,3.0,20.1,13.1,16.8,0,0,0,0,0,95022771,33364390
1232,1,1,1936,1703,2020,0,6,1,1960.0,5,7,24.5,32.7,1,1,7.0,27.7,12.8,13.4,0,0,1,1,0,95020082,33364560
1233,1,1,1936,3781,2020,0,0,0,1960.0,6,0,23.6,39.9,1,19,1.8,10.1,0.0,0.0,0,0,0,1,1,95002818,33362646
1234,1,1,1936,3781,2020,0,6,1,1960.0,6,6,24.5,32.7,1,1,6.1,24.1,12.6,13.4,1,1,1,0,0,94590019,33360752
1235,1,1,1936,3781,2020,0,6,1,1960.0,5,6,23.6,39.9,1,19,3.0,16.8,12.8,13.7,0,0,0,1,0,94573472,33354047
1236,1,1,1937,3781,2020,0,6,1,1960.0,6,6,24.5,32.7,1,1,6.1,30.2,12.6,13.4,1,1,1,1,0,94561906,33351188
1237,1,1,2005,2656,2020,0,0,1,0.0,6,7,32.7,54.4,5,2,36.6,67.1,13.4,14.0,1,1,1,0,0,95030733,33371988
1238,1,1,1937,3684,2020,0,6,1,1960.0,6,6,24.5,39.9,1,1,6.1,42.1,12.8,13.4,1,1,1,1,0,94540550,33350607
1239,1,1,2005,2656,2020,0,0,0,0.0,7,0,32.7,54.4,1,19,3.0,15.5,0.0,0.0,0,0,0,1,1,95020159,33365402
1240,1,1,2005,2656,2020,0,6,1,0.0,7,0,32.7,54.4,1,19,2.7,7.0,0.0,0.0,0,0,0,1,1,95015527,33365053
1241,1,1,2018,3183,2019,0,1,1,0.0,8,7,32.7,54.4,0,0,24.4,112.8,13.4,14.0,1,1,1,1,0,94534759,33350394
1242,1,1,2013,3269,2020,0,0,2,0.0,6,7,32.7,54.4,5,2,38.1,914.4,13.4,14.0,1,1,1,1,0,95015302,33515137
1243,1,1,1940,2148,2020,0,0,0,1967.0,6,0,23.6,39.9,1,19,1.8,10.4,0.0,0.0,0,0,0,1,0,95032248,33432642
1244,1,1,1940,2148,2020,0,6,1,1967.0,6,6,22.7,38.1,3,2,12.2,97.5,12.9,13.6,1,1,1,1,0,95032367,33430744
1245,1,1,1940,2148,2020,0,6,1,1967.0,5,6,27.2,45.4,3,2,9.1,45.7,12.9,13.6,1,0,1,0,0,95032413,33430056
1246,1,1,1940,1740,2020,0,6,1,1967.0,6,7,23.6,39.9,3,2,13.7,41.1,12.9,13.6,1,1,1,1,0,95032546,33422312
1247,1,1,1940,1740,2020,0,6,1,1967.0,5,7,22.7,38.1,3,2,12.2,36.6,12.9,13.6,1,0,1,1,0,95033051,33411650
1248,1,1,1940,1740,2020,0,6,1,1967.0,5,7,22.7,38.1,3,2,12.2,36.6,12.9,13.6,1,0,1,1,0,95033577,33404276
1249,1,1,1940,1740,2020,0,6,1,1967.0,6,7,29.0,49.0,3,2,10.7,32.0,12.9,13.6,1,1,1,1,0,95033827,33402654
1250,1,1,1942,1912,2020,0,6,1,1967.0,5,9,23.6,39.9,1,19,2.1,11.9,13.6,16.2,0,0,0,1,0,95022576,33490195
1251,1,1,1942,1912,2020,0,6,1,1967.0,5,9,23.6,39.9,1,19,2.1,11.9,13.9,17.8,0,0,0,1,0,95032171,33462354
1252,1,1,1940,732,2020,0,6,1,0.0,4,4,14.5,20.0,1,4,8.8,9.1,7.3,9.3,1,1,1,1,0,95030112,33363546
1253,1,1,1956,420,2020,0,6,1,0.0,6,4,30.8,51.7,1,2,9.1,27.4,7.8,8.4,1,1,1,1,0,95040542,33350144
1254,1,1,1956,420,2020,0,0,0,0.0,6,0,23.6,39.9,1,19,2.4,7.9,0.0,0.0,0,0,0,1,1,95040689,33350034
1255,1,1,1956,420,2020,0,0,0,0.0,6,0,23.6,39.9,1,19,2.4,10.7,0.0,0.0,0,0,0,1,1,95040835,33345924
1256,1,1,1956,282,2020,0,6,1,0.0,6,5,31.7,53.5,1,2,9.1,64.0,7.9,8.4,1,1,1,1,0,95060206,33295883
1257,1,1,1959,282,2020,0,6,2,0.0,4,5,11.2,18.7,4,2,6.7,27.1,7.9,8.4,1,0,1,1,0,95051960,33323686
1258,1,1,1984,420,2020,0,6,1,0.0,6,7,24.5,32.7,1,19,2.1,7.0,11.3,11.8,0,0,0,1,1,95032754,33352914
1259,1,1,1984,282,2020,0,6,1,0.0,6,6,24.5,32.7,1,19,3.0,16.5,8.8,10.7,0,0,0,0,0,95055335,33311035
1260,1,1,1992,1490,2020,0,6,1,0.0,6,4,24.5,32.7,1,0,7.9,7.9,7.6,12.2,1,1,1,1,0,95123803,33281385
1261,1,1,2002,282,2020,0,0,2,0.0,5,6,32.7,54.4,5,2,24.4,144.8,9.1,9.8,1,1,0,0,0,95060502,33301096
1262,1,1,2002,967,2020,0,0,0,0.0,6,0,32.7,54.4,1,19,2.4,9.4,0.0,0.0,0,0,0,1,0,95113436,33282275
1263,1,1,1935,1659,2020,0,0,0,1983.0,6,0,24.5,32.7,1,19,1.8,8.2,0.0,0.0,0,0,0,1,1,95132474,33273451
1264,1,1,1973,1797,2019,0,0,1,0.0,5,8,32.7,54.4,5,2,24.4,292.6,13.4,14.1,1,0,1,0,0,95142408,33220420
1265,1,1,1973,1797,2019,0,6,1,0.0,6,8,32.7,54.4,5,2,24.4,48.8,13.4,14.1,1,1,1,1,0,95141718,33221887
1266,1,1,1987,1797,2019,0,6,1,0.0,6,8,34.5,58.0,1,2,12.5,89.0,13.4,14.1,1,1,1,1,0,95133496,33243420
