MAINTENANCE_021,HIGHWAY_DISTRICT_002,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,MEMBRANE_TYPE_108B,SURFACE_TYPE_108A,DECK_STRUCTURE_TYPE_107,YEAR_RECONSTRUCTED_106,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,INVENTORY_RATING_066,OPERATING_RATING_064,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062
1.0,3.0,1967.0,27224.0,2020.0,8,6,1,0.0,5,7,28.1,46.3,4.0,2.0,25.9,59.4,12.2,12.9,5,5,6,N,N
1.0,3.0,1967.0,13480.0,2013.0,8,6,1,0.0,6,6,27.2,62.6,5.0,2.0,19.2,43.9,11.9,12.9,7,7,6,N,N
1.0,3.0,1967.0,13480.0,2013.0,8,6,1,0.0,6,6,27.2,62.6,5.0,2.0,19.2,43.9,11.9,12.9,7,7,6,N,N
1.0,3.0,1967.0,13480.0,2013.0,8,6,1,1972.0,5,5,23.6,39.9,1.0,19.0,2.1,19.5,12.2,26.4,N,N,N,6,6
1.0,3.0,1967.0,13480.0,2013.0,N,N,N,1972.0,5,6,23.6,39.9,1.0,19.0,1.8,7.0,11.6,25.6,N,N,N,7,7
1.0,3.0,1967.0,27224.0,2020.0,8,6,1,1972.0,5,7,23.6,39.9,1.0,19.0,1.5,9.8,12.2,26.0,N,N,N,5,6
1.0,3.0,1967.0,1306.0,2020.0,8,0,1,0.0,5,5,19.0,54.4,5.0,2.0,22.3,71.6,9.4,10.1,6,5,7,N,N
1.0,3.0,1967.0,1101.0,2020.0,8,0,1,0.0,6,4,23.6,54.4,5.0,2.0,19.2,63.1,7.9,8.5,6,6,7,N,N
1.0,3.0,1969.0,2460.0,2013.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,2.1,11.9,0.0,0.0,N,N,N,6,6
1.0,3.0,1967.0,2230.0,2010.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,1.8,10.4,0.0,0.0,N,N,N,7,6
1.0,3.0,1967.0,11160.0,2010.0,8,6,1,0.0,6,7,36.3,60.8,4.0,2.0,32.3,100.3,12.2,12.9,6,6,6,N,N
1.0,3.0,1972.0,2100.0,2013.0,8,0,1,0.0,6,8,32.7,68.0,5.0,2.0,39.0,93.9,12.8,13.5,6,7,6,N,N
1.0,3.0,2007.0,13660.0,2010.0,9,0,1,0.0,7,9,32.7,54.4,4.0,2.0,76.2,894.6,8.5,9.1,7,8,7,N,N
1.0,3.0,2007.0,4180.0,2013.0,9,0,1,0.0,7,9,32.7,54.4,4.0,2.0,76.2,838.5,9.8,10.4,7,8,7,N,N
1.0,3.0,2007.0,4000.0,2013.0,9,0,1,0.0,7,9,32.7,54.4,4.0,2.0,76.2,919.0,9.8,10.4,7,8,7,N,N
1.0,3.0,2007.0,2500.0,2013.0,9,0,2,0.0,7,9,32.7,54.4,5.0,2.0,30.5,353.0,8.5,9.1,7,8,7,N,N
1.0,3.0,2013.0,8219.0,2010.0,0,0,2,0.0,7,6,32.7,54.4,5.0,5.0,24.4,82.3,22.8,26.5,6,8,7,N,N
1.0,3.0,1958.0,2329.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,1.8,8.2,0.0,0.0,N,N,N,6,5
4.0,3.0,1929.0,5914.0,2020.0,8,6,1,0.0,6,2,24.5,32.7,1.0,11.0,29.0,84.1,12.2,16.2,7,6,6,8,N
1.0,3.0,1994.0,4470.0,2013.0,8,0,1,0.0,6,4,32.7,54.4,5.0,2.0,21.3,64.0,19.5,23.2,6,7,6,5,N
1.0,3.0,1953.0,485.0,2020.0,8,6,1,0.0,6,9,23.6,39.9,1.0,19.0,3.0,16.5,12.8,13.8,N,N,N,6,6
1.0,3.0,2010.0,1447.0,2020.0,8,6,1,0.0,7,5,32.7,44.4,1.0,19.0,3.0,13.4,8.5,17.1,N,N,N,7,7
1.0,3.0,2010.0,485.0,2020.0,8,6,1,0.0,7,5,32.7,44.4,1.0,19.0,3.0,9.8,8.5,17.1,N,N,N,5,7
1.0,3.0,2006.0,449.0,2020.0,8,0,2,0.0,7,9,32.7,54.4,5.0,2.0,30.5,30.5,13.4,14.0,7,7,7,7,N
1.0,3.0,1918.0,574.0,2020.0,8,6,1,1942.0,5,6,23.6,39.9,1.0,19.0,3.0,9.8,10.4,11.4,N,N,N,7,5
1.0,3.0,1939.0,574.0,2020.0,8,6,1,0.0,5,4,26.3,43.5,3.0,2.0,12.2,73.2,7.3,8.8,6,6,5,6,N
1.0,3.0,2003.0,449.0,2020.0,8,0,1,0.0,7,9,32.7,54.4,5.0,2.0,24.4,67.1,13.4,14.0,7,7,7,6,N
1.0,3.0,1921.0,1241.0,2020.0,8,6,1,1949.0,6,7,23.6,39.9,1.0,19.0,1.8,8.2,12.2,13.2,N,N,N,7,6
1.0,3.0,1920.0,2275.0,2015.0,8,6,1,1949.0,6,6,25.4,42.6,3.0,2.0,9.8,36.6,12.2,12.8,6,6,6,7,N
1.0,3.0,1918.0,1987.0,2015.0,8,6,1,1949.0,5,8,23.6,39.9,1.0,19.0,4.9,10.7,13.4,14.2,N,N,N,5,5
1.0,3.0,1922.0,2834.0,2020.0,8,6,1,1949.0,6,6,23.6,39.9,1.0,19.0,3.0,6.7,13.1,14.1,N,N,N,6,7
1.0,3.0,1922.0,2834.0,2020.0,8,6,1,1949.0,6,9,23.6,39.9,1.0,19.0,3.0,6.7,13.6,14.5,N,N,N,6,6
1.0,3.0,1920.0,3060.0,2015.0,8,6,1,1954.0,6,6,23.6,39.9,1.0,19.0,3.0,13.1,12.4,13.8,N,N,N,7,6
1.0,3.0,1953.0,2630.0,2013.0,8,6,1,0.0,5,6,23.6,39.9,1.0,19.0,2.4,13.4,12.4,13.8,N,N,N,5,5
1.0,3.0,1954.0,3060.0,2015.0,8,6,1,0.0,6,6,23.6,39.9,1.0,19.0,3.0,13.1,12.3,13.8,N,N,N,5,6
1.0,3.0,1958.0,6604.0,2020.0,8,0,2,1998.0,7,4,32.7,54.4,5.0,2.0,29.0,77.7,15.7,19.8,7,7,7,6,N
1.0,3.0,1958.0,1570.0,2020.0,8,6,1,0.0,6,7,23.6,39.9,1.0,19.0,1.8,10.1,20.1,38.9,N,N,N,6,6
1.0,3.0,1979.0,2430.0,2013.0,8,6,1,0.0,6,9,32.7,54.4,5.0,2.0,35.7,78.0,13.0,13.5,7,7,6,N,N
1.0,3.0,1979.0,5764.0,2015.0,8,6,1,0.0,6,9,32.7,54.4,5.0,2.0,35.7,78.0,13.0,13.5,7,7,6,N,N
1.0,3.0,2000.0,1560.0,2013.0,8,0,2,0.0,7,2,32.7,54.4,5.0,2.0,21.3,64.0,7.9,12.2,8,7,7,7,N
1.0,3.0,2000.0,2418.0,2015.0,8,0,2,0.0,6,2,32.7,54.4,5.0,2.0,21.3,64.0,7.9,12.2,7,7,6,7,N
1.0,3.0,1929.0,6511.0,2020.0,8,6,1,1983.0,6,9,32.7,54.4,5.0,5.0,11.0,11.3,20.4,21.4,7,7,6,7,N
1.0,3.0,1977.0,9852.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,1.8,7.0,0.0,0.0,N,N,N,8,7
1.0,3.0,1977.0,14190.0,2013.0,8,6,1,2009.0,7,9,32.7,54.4,5.0,2.0,24.4,126.5,17.1,17.7,7,7,7,N,N
1.0,3.0,1977.0,14190.0,2013.0,8,6,1,2009.0,7,9,32.7,54.4,5.0,2.0,24.4,126.5,17.1,17.7,7,7,7,N,N
1.0,3.0,1979.0,36324.0,2020.0,N,N,N,2003.0,5,N,23.6,39.9,1.0,19.0,2.1,8.2,0.0,0.0,N,N,N,7,6
1.0,3.0,1972.0,15510.0,2013.0,0,6,1,0.0,6,4,24.5,32.7,1.0,19.0,2.1,8.2,10.9,42.7,N,N,N,6,7
1.0,3.0,1923.0,9603.0,2020.0,8,6,1,1983.0,5,4,21.8,37.2,1.0,1.0,6.7,6.7,16.2,21.5,7,7,7,7,N
1.0,3.0,1988.0,28178.0,2019.0,8,0,2,0.0,6,9,32.7,54.4,5.0,2.0,22.9,109.4,24.5,27.1,7,7,6,N,N
1.0,3.0,1988.0,29733.0,2019.0,8,0,2,0.0,6,7,32.7,54.4,5.0,2.0,22.9,109.4,17.2,17.7,7,7,6,N,N
1.0,3.0,1989.0,650.0,2013.0,8,0,2,0.0,6,6,32.7,54.4,5.0,2.0,26.5,115.8,7.2,7.9,7,6,6,N,N
1.0,3.0,1989.0,28178.0,2019.0,8,0,1,0.0,7,7,32.7,54.4,6.0,1.0,29.0,83.8,17.2,17.7,7,7,7,N,N
1.0,3.0,1989.0,29733.0,2019.0,8,0,1,0.0,7,7,32.7,54.4,6.0,1.0,29.0,83.8,17.2,17.7,7,7,7,N,N
1.0,3.0,1990.0,28178.0,2019.0,8,0,1,0.0,7,6,32.7,54.4,6.0,1.0,29.9,87.8,20.8,21.3,7,7,7,N,N
1.0,3.0,1990.0,29733.0,2019.0,8,0,1,0.0,7,6,32.7,54.4,6.0,1.0,29.9,87.8,20.8,21.3,7,7,7,N,N
1.0,3.0,1990.0,20279.0,2019.0,8,0,1,0.0,7,9,32.7,54.4,6.0,1.0,30.5,90.5,25.5,27.2,7,7,7,N,N
1.0,3.0,1990.0,21380.0,2019.0,8,0,1,0.0,7,6,32.7,54.4,6.0,1.0,30.5,90.5,20.8,21.3,7,7,7,N,N
1.0,3.0,1990.0,5430.0,2013.0,8,0,2,0.0,7,7,32.7,54.4,5.0,2.0,26.5,242.6,7.4,7.9,7,7,7,N,N
1.0,3.0,1990.0,5430.0,2013.0,8,0,2,0.0,7,7,32.7,54.4,5.0,2.0,26.5,129.5,7.4,7.9,7,7,7,N,N
1.0,3.0,2003.0,14190.0,2013.0,8,0,2,0.0,7,9,40.8,68.0,5.0,2.0,36.6,74.4,17.0,17.7,7,7,7,N,N
1.0,3.0,2003.0,14190.0,2013.0,8,0,2,0.0,7,9,40.8,68.0,5.0,2.0,36.6,74.4,17.0,17.7,7,7,7,N,N
1.0,3.0,2003.0,20960.0,2013.0,8,0,2,0.0,7,9,40.8,68.0,5.0,2.0,28.0,64.6,20.6,21.3,7,7,7,N,N
1.0,3.0,2003.0,20960.0,2013.0,8,0,2,0.0,7,9,40.8,68.0,5.0,2.0,28.0,64.6,20.7,21.3,7,7,7,N,N
1.0,3.0,2003.0,20960.0,2013.0,0,0,2,0.0,6,9,32.7,54.4,5.0,2.0,28.0,64.6,24.3,25.0,7,6,7,N,N
1.0,3.0,2003.0,20960.0,2013.0,0,0,2,0.0,6,9,32.7,54.4,5.0,2.0,28.0,64.6,24.3,25.0,7,6,7,N,N
1.0,3.0,2009.0,5529.0,2019.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,21.3,79.2,17.0,17.7,7,7,7,N,N
1.0,3.0,2009.0,5146.0,2019.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,21.3,79.2,17.0,17.7,7,7,7,N,N
1.0,3.0,2009.0,14826.0,2019.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,27.4,64.0,17.0,17.7,7,8,7,N,N
1.0,3.0,2009.0,4030.0,2013.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,27.4,64.0,17.0,17.7,7,7,7,N,N
1.0,3.0,2009.0,14826.0,2019.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,19.8,76.2,17.1,17.7,7,7,7,N,N
1.0,3.0,2009.0,16636.0,2019.0,0,0,2,0.0,7,9,32.7,54.4,5.0,2.0,19.8,76.2,17.1,17.7,7,7,7,N,N
1.0,3.0,1964.0,11208.0,2019.0,8,6,1,0.0,7,6,40.8,68.0,5.0,2.0,13.7,52.4,11.8,12.6,7,7,7,N,N
1.0,3.0,1964.0,11982.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,52.4,11.8,12.6,7,7,6,N,N
1.0,3.0,1964.0,13948.0,2019.0,8,6,1,0.0,6,6,35.4,68.0,5.0,2.0,19.8,95.1,11.7,12.6,7,8,6,N,N
1.0,3.0,1964.0,14592.0,2019.0,8,6,1,0.0,6,6,35.4,68.0,5.0,2.0,19.8,95.1,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,13948.0,2019.0,8,6,1,0.0,6,6,31.7,68.0,5.0,2.0,21.9,46.9,11.7,12.6,7,8,6,N,N
1.0,3.0,1964.0,14592.0,2019.0,8,6,1,0.0,6,6,31.7,68.0,5.0,2.0,21.9,46.9,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,6480.0,2010.0,8,0,1,0.0,5,2,21.8,59.9,5.0,2.0,17.7,66.4,7.9,11.1,7,7,7,N,N
1.0,3.0,1964.0,6480.0,2010.0,8,0,1,0.0,7,2,31.7,68.0,5.0,2.0,17.7,66.4,7.9,11.1,7,7,7,N,N
1.0,3.0,1964.0,13948.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,17.7,58.8,11.9,12.6,7,7,6,N,N
1.0,3.0,1964.0,14592.0,2019.0,8,6,1,0.0,5,9,40.8,68.0,5.0,2.0,17.7,58.8,14.6,15.5,7,5,6,N,N
1.0,3.0,1964.0,22832.0,2020.0,8,6,1,0.0,6,7,33.6,68.0,5.0,2.0,22.9,69.2,12.2,13.3,7,7,6,N,N
1.0,3.0,1964.0,6929.0,2019.0,8,0,1,0.0,6,6,40.8,68.0,5.0,2.0,18.9,43.9,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,6964.0,2019.0,8,0,1,0.0,6,6,40.8,68.0,5.0,2.0,18.9,43.9,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,11114.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,2.1,9.8,0.0,0.0,N,N,N,7,6
1.0,3.0,1964.0,6929.0,2019.0,8,0,1,0.0,6,6,34.5,68.0,5.0,2.0,21.9,46.9,11.7,12.6,6,6,7,N,N
1.0,3.0,1964.0,6964.0,2019.0,8,0,1,0.0,6,6,34.5,68.0,5.0,2.0,21.9,46.9,11.7,12.6,6,7,6,N,N
1.0,3.0,1964.0,1100.0,2010.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,1.5,7.0,0.0,0.0,N,N,N,6,7
1.0,3.0,1964.0,6929.0,2019.0,8,6,1,0.0,7,6,40.8,68.0,5.0,2.0,13.7,38.4,11.7,12.6,7,7,7,N,N
1.0,3.0,1964.0,6964.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,38.4,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,6929.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,38.4,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,9277.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,38.4,11.7,12.6,7,7,6,N,N
1.0,3.0,1964.0,110.0,2013.0,8,6,1,0.0,6,3,25.4,58.0,5.0,2.0,13.7,41.5,8.5,10.5,7,6,6,6,N
1.0,3.0,1964.0,9318.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,41.5,11.8,12.6,6,7,6,6,N
1.0,3.0,1964.0,9277.0,2019.0,8,6,1,0.0,7,6,40.8,68.0,5.0,2.0,13.7,41.5,11.8,12.6,7,7,7,7,N
1.0,3.0,1964.0,830.0,2013.0,8,6,1,0.0,6,3,26.3,59.0,5.0,2.0,13.7,41.5,8.5,10.5,7,8,6,7,N
1.0,3.0,1964.0,11317.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,41.5,11.7,12.6,7,6,6,N,N
1.0,3.0,1964.0,11556.0,2019.0,8,6,1,0.0,6,6,40.8,68.0,5.0,2.0,13.7,41.5,11.7,12.6,7,6,6,N,N
1.0,3.0,1964.0,22291.0,2018.0,N,N,N,1984.0,5,N,23.6,39.9,1.0,19.0,1.8,8.2,0.0,0.0,N,N,N,7,7
1.0,3.0,1960.0,6743.0,2019.0,8,6,1,0.0,6,5,39.9,66.2,2.0,4.0,22.6,77.4,11.6,12.1,6,6,6,N,N
21.0,3.0,1978.0,5630.0,2013.0,8,0,1,0.0,6,6,32.7,54.4,5.0,2.0,25.0,1161.0,11.6,12.3,7,7,6,5,N
1.0,3.0,1980.0,11982.0,2019.0,8,6,1,0.0,7,6,32.7,54.4,5.0,2.0,27.4,67.1,11.6,12.2,7,7,7,N,N
1.0,3.0,1980.0,11208.0,2019.0,8,6,1,0.0,7,6,32.7,54.4,5.0,2.0,27.4,67.1,11.6,12.2,7,7,7,N,N
1.0,3.0,2003.0,5000.0,2010.0,8,0,1,0.0,7,5,32.7,54.4,5.0,2.0,29.3,1194.2,11.4,12.3,7,7,7,6,N
1.0,3.0,1961.0,11203.0,2019.0,8,0,1,0.0,6,7,36.3,60.8,2.0,4.0,33.8,114.6,12.2,13.4,7,6,7,N,N
1.0,3.0,2009.0,4470.0,2013.0,8,0,2,0.0,7,9,32.7,54.4,5.0,2.0,20.1,70.7,21.3,25.3,7,8,7,N,N
1.0,3.0,2015.0,1900.0,2010.0,0,0,1,0.0,8,3,32.7,54.4,5.0,1.0,12.2,12.2,7.1,7.9,8,8,8,8,N
1.0,3.0,1979.0,5194.0,2020.0,8,6,1,0.0,6,7,32.7,54.4,5.0,2.0,26.5,79.2,12.4,12.9,8,7,6,N,N
1.0,3.0,1979.0,2940.0,2013.0,8,6,1,0.0,6,7,32.7,54.4,5.0,2.0,32.6,365.2,12.4,12.9,7,7,6,N,N
1.0,3.0,1979.0,580.0,2013.0,8,6,1,0.0,6,9,32.7,44.4,5.0,2.0,29.0,127.7,9.3,9.8,8,6,6,N,N
1.0,3.0,1979.0,2940.0,2013.0,8,6,1,0.0,6,7,32.7,54.4,5.0,2.0,36.6,313.9,12.4,12.9,7,7,6,N,N
1.0,3.0,1971.0,4170.0,2013.0,8,6,1,0.0,6,7,32.7,54.4,5.0,2.0,19.8,91.4,13.4,14.1,6,6,6,N,N
1.0,3.0,1938.0,7069.0,2020.0,8,6,1,1954.0,6,2,29.0,49.0,1.0,4.0,12.2,61.0,17.1,20.1,7,6,6,7,N
1.0,3.0,1968.0,22941.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,2.4,18.3,0.0,0.0,N,N,N,6,7
1.0,3.0,1968.0,2830.0,2013.0,0,6,1,0.0,6,4,23.6,39.9,1.0,19.0,2.4,18.0,9.8,16.5,N,N,N,6,6
1.0,3.0,1968.0,22941.0,2020.0,0,1,1,0.0,5,9,23.6,39.9,1.0,19.0,2.4,24.1,36.6,54.6,N,N,N,7,6
1.0,3.0,1968.0,3440.0,2013.0,0,1,1,0.0,6,4,23.6,39.9,1.0,19.0,2.4,25.9,9.8,19.1,N,N,N,6,6
1.0,3.0,1968.0,15169.0,2019.0,8,0,1,0.0,7,6,29.0,68.0,5.0,2.0,25.9,62.5,11.9,12.8,7,7,7,N,N
1.0,3.0,1968.0,10421.0,2019.0,8,0,1,0.0,7,6,28.1,68.0,5.0,2.0,25.9,62.5,11.9,12.8,6,7,7,N,N
1.0,3.0,1968.0,2830.0,2013.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,2.4,14.0,0.0,0.0,N,N,N,5,6
1.0,3.0,1968.0,22941.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,2.1,13.4,0.0,0.0,N,N,N,7,6
1.0,3.0,1968.0,340.0,2013.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,1.8,19.2,0.0,0.0,N,N,N,6,6
1.0,3.0,1968.0,3440.0,2013.0,0,1,1,0.0,6,2,23.6,39.9,1.0,19.0,2.1,11.6,18.3,29.9,N,N,N,7,7
1.0,3.0,1968.0,15169.0,2019.0,8,0,1,0.0,7,6,29.0,66.2,5.0,2.0,25.3,58.8,11.8,12.8,7,7,7,N,N
1.0,3.0,1968.0,10421.0,2019.0,8,0,1,0.0,6,6,29.0,66.2,5.0,2.0,25.3,58.8,11.8,12.8,6,6,7,N,N
1.0,3.0,1968.0,3440.0,2013.0,8,1,1,0.0,6,7,23.6,39.9,1.0,19.0,1.5,8.8,15.7,23.0,N,N,N,7,7
1.0,3.0,1968.0,15169.0,2019.0,8,0,1,0.0,7,5,32.7,68.0,5.0,2.0,21.3,57.9,11.9,12.8,6,7,7,N,N
1.0,3.0,1968.0,9800.0,2013.0,8,0,1,0.0,7,6,32.7,68.0,5.0,2.0,21.3,57.9,11.8,12.8,6,7,7,N,N
1.0,3.0,1968.0,260.0,2013.0,8,6,1,0.0,6,4,23.6,39.9,1.0,19.0,2.4,10.7,9.8,14.7,N,N,N,6,7
1.0,3.0,1968.0,5266.0,2015.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,2.4,10.7,0.0,0.0,N,N,N,6,6
1.0,3.0,1968.0,260.0,2013.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,2.1,9.4,0.0,0.0,N,N,N,7,7
1.0,3.0,1968.0,3203.0,2015.0,8,0,1,0.0,5,7,23.6,64.4,5.0,2.0,23.8,51.2,12.2,12.8,7,7,7,N,N
1.0,3.0,1968.0,2063.0,2015.0,8,0,1,0.0,5,7,23.6,64.4,5.0,2.0,23.8,51.2,12.2,12.8,7,7,7,N,N
1.0,3.0,1968.0,7490.0,2010.0,8,6,1,1995.0,6,7,31.7,68.0,5.0,2.0,26.2,94.5,11.7,12.5,7,6,6,N,N
1.0,3.0,1938.0,15091.0,2020.0,0,6,1,1972.0,5,7,23.6,39.9,1.0,19.0,1.5,10.4,23.8,28.3,N,N,N,6,6
1.0,3.0,1938.0,15091.0,2020.0,0,6,1,1954.0,5,7,23.6,39.9,1.0,19.0,1.2,7.0,23.8,29.0,N,N,N,7,6
1.0,3.0,1972.0,3110.0,2019.0,8,0,1,0.0,7,8,35.4,68.0,5.0,2.0,21.3,88.4,12.8,13.5,7,7,7,N,N
1.0,3.0,1972.0,3121.0,2019.0,8,0,1,0.0,7,8,36.3,68.0,5.0,2.0,21.3,88.4,12.8,13.5,7,7,7,N,N
1.0,3.0,1972.0,3110.0,2019.0,8,0,1,0.0,6,8,25.4,68.0,5.0,2.0,26.8,70.4,12.8,13.5,7,6,7,N,N
1.0,3.0,1972.0,3121.0,2019.0,8,0,1,0.0,7,8,31.7,68.0,5.0,2.0,22.9,62.8,12.8,13.5,7,7,7,N,N
1.0,3.0,1972.0,2010.0,2010.0,8,6,1,0.0,6,4,23.6,39.9,1.0,19.0,2.4,15.9,9.6,17.8,N,N,N,7,6
1.0,3.0,1972.0,5586.0,2020.0,N,N,N,0.0,5,N,23.6,39.9,1.0,19.0,2.1,14.0,0.0,0.0,N,N,N,6,5
1.0,3.0,1972.0,3121.0,2019.0,8,0,1,0.0,6,8,24.5,32.7,5.0,2.0,23.2,122.5,12.8,13.5,7,7,7,N,N
1.0,3.0,1972.0,1947.0,2020.0,8,0,1,0.0,7,8,30.8,68.0,5.0,2.0,23.2,122.5,12.8,13.5,7,7,7,N,N
1.0,3.0,1995.0,4525.0,2020.0,8,0,1,0.0,7,5,32.7,54.4,5.0,2.0,21.6,64.9,20.7,24.4,7,7,7,7,N
1.0,3.0,1968.0,3042.0,2020.0,8,0,1,0.0,7,3,28.1,68.0,5.0,2.0,22.9,107.9,8.7,11.1,7,7,7,N,N
1.0,3.0,1968.0,2641.0,2020.0,8,0,1,0.0,7,3,31.7,68.0,5.0,2.0,18.3,116.7,8.7,11.7,6,7,7,N,N
1.0,3.0,1968.0,7684.0,2019.0,8,6,1,0.0,6,7,24.5,61.7,5.0,2.0,18.3,52.7,12.0,12.8,6,7,7,N,N
1.0,3.0,1925.0,761.0,2020.0,8,6,1,1954.0,6,9,23.6,39.0,1.0,1.0,4.0,8.2,13.4,13.9,6,6,6,6,N
1.0,3.0,1925.0,761.0,2020.0,8,6,1,1954.0,6,9,25.4,41.7,2.0,1.0,4.9,9.8,13.3,13.8,6,6,7,8,N
1.0,3.0,1938.0,526.0,2020.0,8,6,1,0.0,6,6,23.6,39.9,1.0,19.0,3.0,10.4,10.3,11.4,N,N,N,7,6
1.0,3.0,1925.0,460.0,2020.0,8,6,1,1942.0,6,6,24.5,32.7,1.0,19.0,1.8,14.3,10.3,11.4,N,N,N,5,6
1.0,3.0,1925.0,472.0,2019.0,8,6,1,1971.0,6,9,23.6,39.9,1.0,4.0,10.7,10.7,12.6,13.4,7,7,6,8,N
1.0,3.0,1938.0,576.0,2020.0,8,6,1,0.0,6,6,23.6,39.9,1.0,19.0,2.1,9.1,10.3,11.4,N,N,N,6,6
1.0,3.0,1930.0,1109.0,2020.0,8,6,1,1960.0,5,5,24.5,32.7,1.0,19.0,4.3,9.4,9.0,9.6,N,N,N,7,5
1.0,3.0,1925.0,1751.0,2020.0,8,6,1,1939.0,5,5,24.5,32.7,1.0,19.0,1.8,10.4,8.8,11.1,N,N,N,6,5
1.0,3.0,1939.0,1258.0,2020.0,8,6,1,0.0,6,5,23.6,39.9,1.0,19.0,1.8,10.4,8.6,11.0,N,N,N,5,6
1.0,3.0,1939.0,626.0,2020.0,8,6,1,0.0,6,6,23.6,39.9,1.0,19.0,2.4,13.7,9.1,11.0,N,N,N,6,6
1.0,3.0,1939.0,452.0,2020.0,8,6,1,0.0,6,5,23.6,39.9,1.0,19.0,1.5,10.4,8.5,11.0,N,N,N,6,6
1.0,3.0,1998.0,100.0,2020.0,8,0,2,0.0,7,7,32.7,54.4,5.0,2.0,25.9,103.6,8.5,9.0,7,7,7,7,N
1.0,3.0,1935.0,358.0,2015.0,0,6,1,1960.0,6,6,24.5,32.7,1.0,19.0,3.7,11.9,8.5,12.7,N,N,N,7,6
1.0,3.0,1935.0,358.0,2015.0,0,6,1,1960.0,6,6,24.5,32.7,1.0,19.0,3.7,11.6,8.5,12.1,N,N,N,7,6
1.0,3.0,1959.0,479.0,2020.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,3.0,11.6,0.0,0.0,N,N,N,6,7
1.0,3.0,1959.0,383.0,2020.0,0,6,1,2016.0,6,6,23.6,39.9,1.0,19.0,2.4,8.2,8.5,14.9,N,N,N,7,6
1.0,3.0,1963.0,1973.0,2015.0,N,N,N,0.0,6,N,23.6,39.9,1.0,19.0,2.4,7.6,0.0,0.0,N,N,N,7,7
1.0,3.0,2006.0,1973.0,2015.0,0,0,1,0.0,7,8,32.7,54.4,5.0,5.0,13.7,29.0,13.4,14.1,7,7,7,7,N
1.0,3.0,1935.0,743.0,2020.0,8,6,1,1957.0,6,5,24.5,32.7,1.0,19.0,3.0,10.4,8.4,10.2,N,N,N,5,6
1.0,3.0,1930.0,292.0,2020.0,N,N,N,0.0,6,N,24.5,32.7,1.0,19.0,1.8,8.2,0.0,0.0,N,N,N,5,6
1.0,3.0,1930.0,1593.0,2020.0,N,N,N,1966.0,5,N,24.5,32.7,1.0,19.0,3.0,6.7,0.0,0.0,N,N,N,7,5
1.0,3.0,1930.0,1593.0,2020.0,8,6,1,1966.0,6,5,29.9,49.9,3.0,2.0,12.2,14.6,9.7,12.9,6,7,6,6,N
1.0,3.0,1953.0,1342.0,2020.0,8,6,1,0.0,5,4,36.3,60.8,1.0,2.0,9.1,27.4,8.4,8.4,6,5,5,6,N
1.0,3.0,1956.0,292.0,2020.0,8,6,1,0.0,6,7,23.6,39.9,1.0,19.0,3.0,10.1,9.8,10.2,N,N,N,5,7
